NDID,grams_Pro_per_100g,grams_Fat_per_100g,grams_Cho_per_100g,Category_1,Category_2,Category_3,Serving_Size,Store,Package_Amount,Price_per_Package
ND01017,16.36363636,25.45454545,8.181818182,Meats,Bacon_and_Sausage,Prepared_Sausage,3 skillet-cooked links,PB,340,3.33
ND00178,1.769911504,0,8.185840708,Baby_Foods,Baby_Vegetables,Stage_2,1 pack,PB,226,1.07
ND01897,0,0,8.196721311,Fruits,Pears,Other,0.5 cup,SW,411,1.08
ND01675,3.278688525,0,8.196721311,Vegetables,Green,Peas,0.5 cup,PB,425,1.39
ND01710,0.8,0,8.2,Vegetables,Other,Null,0.5 cup,PB,425,0.8
ND01697,0.76,0.18,8.22,Vegetables,Orange,Carrot,"9g=1 tbsp / 78g=.5 cup, slices",PB,454,1.25
ND00138,2.352941176,1.176470588,8.235294118,Baby_Foods,Baby_Mixed_Dishes,Stage_3,1 jar,WM,170,0.72
ND01703,1.176470588,0,8.235294118,Vegetables,Orange,Carrot,0.5 cup,PB,425,1.49
ND01696,0.64,0.13,8.24,Vegetables,Orange,Carrot,15g=1 large / 10g=1 medium,PB,454,1.25
ND00803,0,0,8.26446281,Fruits,Fruits_Mixed,Null,0.5 cup,PB ,425,1.59
ND00834,0,0,8.26446281,Fruits,Pears,Other,0.5 cup,PB ,234,1.19
ND00835,0,0,8.26446281,Fruits,Pears,Other,0.5 cup,PB ,411,1.59
ND00395,13.33333333,20,8.333333333,Dairy_and_Egg,Cheese,Other,1 tbsp,PB,454,4.99
ND00419,0,33.33333333,8.333333333,Dairy_and_Egg,Cream,Null,1 tbsp,SW,473,2.38
ND00421,0,33.33333333,8.333333333,Dairy_and_Egg,Cream,Null,1 tbsp,PB,473,3.45
ND00422,0,33.33333333,8.333333333,Dairy_and_Egg,Cream,Null,1 tbsp,WD,473,3.59
ND00638,0,66.66666667,8.333333333,Fats_and_Oils,Margarine_and_Margarine_Substitutes,Supplemented,1 tbsp,PB,368,1.89
ND00962,33.33333333,33.33333333,8.333333333,Meats,Bacon_and_Sausage,Pork_Bacon,3 pan fried slices,WD,340,5.99
ND00976,33.33333333,33.33333333,8.333333333,Meats,Bacon_and_Sausage,Pork_Bacon,2 pan fried slices,PB,340,6.99
ND01350,3.333333333,46.66666667,8.333333333,Sauces_Soups_Condiments_Dressing,Dressings,Ranch,2 Tbsp,PB,710,4.95
ND01370,0,0,8.333333333,Sauces_Soups_Condiments_Dressing,Sauces,Salsa,2 Tbsp,PB,454,2
ND01372,0,0,8.333333333,Sauces_Soups_Condiments_Dressing,Sauces,Salsa,2 Tbsp,SW,680,2
ND01373,0,0,8.333333333,Sauces_Soups_Condiments_Dressing,Sauces,Salsa,1 Tbsp,PB,226,1.79
ND01409,0.833333333,1.666666667,8.333333333,Sauces_Soups_Condiments_Dressing,Soups,Null,0.5 cup,PB,298,1.75
ND01692,0,0,8.333333333,Vegetables,Multi,Peppers,2 tbsp,SW,127,1.38
ND01724,0,0,8.333333333,Vegetables,Processed,Sauerkraut,1 oz. (~2tbsp),SW,454,1.38
ND00793,0.42,0.07,8.42,Fruits,Citrus,Lime,242g=1 cup / 30.8g=1 fl oz,I,N/A,2.49
ND01706,0.819672131,0.409836066,8.504098361,Vegetables,Orange,Pumpkin,0.5 cup,PB,425,1.89
ND01406,0.833333333,4.166666667,8.541666667,Sauces_Soups_Condiments_Dressing,Soups,Null,0.5 cup,PB,298,1.75
ND01747,26.31578947,7.894736842,8.552631579,Vegetables,Processed,Soy products,1 patty,SW,228,3.67
ND00117,2.02020202,2.02020202,8.585858586,Baby_Foods,Baby_Mixed_Dishes,Stage_2,1 pack (99 g),PB,198,1.29
ND01794,0.95,0.13,8.59,Vegetables,Yellow,Squash,"116g=1 cup, cubes / g=",PB,454,1.29
ND01774,1.08,0.16,8.62,Vegetables,White_Brown_Black,Rutabaga,"140g=1 cup, cubes / 772g=1 large",PB,454,0.99
ND01661,4.28,0.93,8.75,Vegetables,Green,Kale,1 cup loosely packed = 16 g,PB,350,1.49
ND01108,10.52631579,22.80701754,8.771929825,Meats,Luncheon_Meats,Hot_Dog,1 frank,PB,454,2.5
ND00154,0,0,8.802816901,Baby_Foods,Baby_Vegetables,Stage_1,1 jar,PB,71,0.73
ND00156,0,0,8.802816901,Baby_Foods,Baby_Vegetables,Stage_1,1 pack,PB,142,0.95
ND00474,2.941176471,0,8.823529412,Dairy_and_Egg,Yogurt,Flavored,1 container,WD,170,0.65
ND00475,2.941176471,0,8.823529412,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,170,0.5
ND00477,2.941176471,0,8.823529412,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,170,0.5
ND00479,2.941176471,0,8.823529412,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,170,0.5
ND00480,2.941176471,0,8.823529412,Dairy_and_Egg,Yogurt,Flavored,1 container ,WD,170,2.29
ND00481,2.941176471,0,8.823529412,Dairy_and_Egg,Yogurt,Flavored,1 container ,WD,680,2.29
ND00483,2.941176471,0,8.823529412,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,170,0.5
ND00980,29.41176471,35.29411765,8.823529412,Meats,Bacon_and_Sausage,Pork_Bacon,1 fried slice,SW,681,6.86
ND00981,29.41176471,35.29411765,8.823529412,Meats,Bacon_and_Sausage,Pork_Bacon,3 fried slices,PB,340,5.99
ND00982,29.41176471,35.29411765,8.823529412,Meats,Bacon_and_Sausage,Pork_Bacon,1 fried slice ,PB,680,7.39
ND00176,1.769911504,0,8.849557522,Baby_Foods,Baby_Vegetables,Stage_2,1 jar,WD,113,0.64
ND01842,2.654867257,0,8.849557522,Baby_Foods,Baby_Vegetables,Stage_2,1 Jar,PB,113,0.61
ND00181,2.654867257,0,8.849557522,Baby_Foods,Baby_Vegetables,Stage_2,1 jar,PB,113,0.69
ND00794,0.884955752,0,8.849557522,Fruits,Citrus,Orange,1 container,WD,452,2.99
ND01854,0,35.71428571,8.928571429,Fats_and_Oils,Butter,Plain,1 tbsp,PB ,226,2.19
ND00629,0,35.71428571,8.928571429,Fats_and_Oils,Margarine,Supplemented,1 tbsp,PB,227,4.89
ND00637,0,35.71428571,8.928571429,Fats_and_Oils,Margarine_and_Margarine_Substitutes,Supplemented,1 tbsp,PB,425,3.35
ND00996,35.71428571,35.71428571,8.928571429,Meats,Bacon_and_Sausage,Pork_Bacon,2 slices cooked,PB,71,3.99
ND00990,35.71428571,35.71428571,8.928571429,Meats,Bacon_and_Sausage,Pork_Bacon,1 skillet cooked slice,PB,454,6.99
ND01636,3.38,0.3,8.95,Vegetables,Green,Brussel_Sprouts,88g=1 cup / 19g=1 sprout,PB,454,3.69
ND01115,11.32075472,24.52830189,8.962264151,Meats,Luncheon_Meats,Hot_Dog,1 frank,PB,425,3.49
ND01671,2.459016393,0,9.016393443,Vegetables,Green,Peas,0.5 cup,PB,425,1.39
ND00139,2.352941176,1.470588235,9.044117647,Baby_Foods,Baby_Mixed_Dishes,Stage_3,1 jar,PB,170,1.39
ND00172,0.884955752,0,9.07079646,Baby_Foods,Baby_Vegetables,Stage_2,1 jar,PB,113,0.63
ND00177,0.884955752,0,9.07079646,Baby_Foods,Baby_Vegetables,Stage_2,1 jar,WM,113,0.63
ND01208,24.77876106,11.50442478,9.07079646,Meats,Poultry,Prepared_Chicken,8 count,I,N/A,3.05
ND00816,0.54,0.14,9.09,Fruits,Melons,Null,"170g=1 cup, diced (approx 20 pieces per cup) / 177g=1 cup, balls",I,100,2.5
ND00116,2.02020202,2.02020202,9.090909091,Baby_Foods,Baby_Mixed_Dishes,Stage_2,1 pack,WD,198,1.11
ND00357,4.545454545,20.45454545,9.090909091,Dairy_and_Egg,Cheese,Cream_Cheese,2 tbsp,PB,226,2.85
ND00633,0,63.63636364,9.090909091,Fats_and_Oils,Margarine_and_Margarine_Substitutes,Supplemented,1 tbsp,SW,349,1.96
ND01676,3.305785124,0.41322314,9.090909091,Vegetables,Green,Peas,0.5 cup,PB,425,1.79
ND00159,1.408450704,0,9.154929577,Baby_Foods,Baby_Vegetables,Stage_1,1 pack,WD,71,1
ND00465,3.333333333,16.66666667,9.166666667,Dairy_and_Egg,Sour_Cream,Null,2 tbsp,PB,454,2.5
ND00466,3.333333333,16.66666667,9.166666667,Dairy_and_Egg,Sour_Cream,Null,2 tbsp,PB,453,2.27
ND00467,3.333333333,16.66666667,9.166666667,Dairy_and_Egg,Sour_Cream,Null,2 tbsp,SW,454,1.68
ND00468,3.333333333,16.66666667,9.166666667,Dairy_and_Egg,Sour_Cream,Null,2 tbsp,PB,227,0.99
ND00469,3.333333333,16.66666667,9.166666667,Dairy_and_Egg,Sour_Cream,Null,2 tbsp,WD,454,1.99
ND01344,0,36.66666667,9.166666667,Sauces_Soups_Condiments_Dressing,Dressings,Ranch,2 Tbsp,PB,709,4.95
ND00461,0.416666667,1.25,9.270833333,Beverages,Milk_Substitutes,Almond Milk,1 cup,SW,946,1.97
ND00786,0.714285714,0,9.285714286,Fruits,Berries,Strawberry,1 cup,WD,397,3.69
ND00787,0.714285714,0,9.285714286,Fruits,Berries,Strawberry,1 cup,PB,454,3.09
ND00823,0.714285714,0,9.285714286,Fruits,Peaches,Other,3/4 cup,PB,567,3.69
ND00182,1.769911504,0,9.292035398,Baby_Foods,Baby_Vegetables,Stage_2,1 jar,WD,113,0.69
ND01383,0.793650794,0.793650794,9.325396825,Sauces_Soups_Condiments_Dressing,Sauces,Tomato,0.5 cup,PB,680,0.95
ND01473,1.1,0.1,9.34,Spices_and_Herbs,Seasonings,Null,"160g=1 cup, chopped / 115g=1 cup, sliced",PB,454,1.29
ND01163,14.28571429,5.357142857,9.375,Meats,Luncheon_Meats,Turkey,1 slices,PB,340.194278,3.29
ND00488,3.529411765,0.294117647,9.411764706,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,170,0.5
ND01702,1.176470588,0,9.411764706,Vegetables,Orange,Carrot,3 oz.,SW,454,1.68
ND01743,20,6.666666667,9.444444444,Vegetables,Processed,Soy products,2 links,PB,225,4.49
ND01695,2,0.2,9.46,Vegetables,Multi,Peppers,1 pepper = 45g,PB,453.592,3.99
ND01347,0,37.93103448,9.482758621,Sauces_Soups_Condiments_Dressing,Dressings,Ranch,2 Tbsp,SW,473,1.88
ND00161,2.816901408,0,9.507042254,Baby_Foods,Baby_Vegetables,Stage_1,1 jar,PB,71,0.73
ND00313,19.04761905,21.42857143,9.523809524,Dairy_and_Egg,Cheese,American,1 slice,PB,340,3
ND00327,19.04761905,19.04761905,9.523809524,Dairy_and_Egg,Cheese,Cheddar,1 slice,PB,340,3
ND00832,0.91,0.25,9.54,Fruits,Peaches,Raw,"154g=1 cup, slices / 130g=1 small,  (2-0.5"" dia)",I,N/A,2.99
ND01701,0.93,0.24,9.58,Vegetables,Orange,Carrot,"128g=1 cup, chopped / 110g=1 cup, grated",PB,454,0.99
ND00775,1.39,0.49,9.61,Fruits,Berries,Blackberry,144g=1 cup / g=,I,N/A,3.49
ND00407,8.064516129,6.451612903,9.677419355,Dairy_and_Egg,Cheese,Ricotta,0.25 cup,PB,907,3.99
ND00408,8.064516129,11.29032258,9.677419355,Dairy_and_Egg,Cheese,Ricotta,0.25 cup,PB,907,3.99
ND01330,0,14.51612903,9.677419355,Sauces_Soups_Condiments_Dressing,Dressings,Italian,2 Tbsp,SW,473,1.88
ND01371,0,0,9.677419355,Sauces_Soups_Condiments_Dressing,Sauces,Salsa,2 Tbsp,SW,680,1.98
ND01637,3.529411765,0,9.705882353,Vegetables,Green,Brussel_Sprouts,"6 brussels sprouts, 85g",PB,425,1.99
ND00114,2.654867257,0.884955752,9.734513274,Baby_Foods,Baby_Mixed_Dishes,Stage_2,1 jar (113 g),PB,113,1.19
ND00144,1.764705882,2.058823529,9.779411765,Baby_Foods,Baby_Mixed_Dishes,Stage_3,1 jar,PB,170,0.9
ND00366,7.142857143,32.14285714,9.821428571,Dairy_and_Egg,Cheese,Cream_Cheese,1 oz. ,WM,227,1.96
ND00367,7.142857143,32.14285714,9.821428571,Dairy_and_Egg,Cheese,Cream_Cheese,1oz,WM,226,2.37
ND00316,15.78947368,23.68421053,9.868421053,Dairy_and_Egg,Cheese,American,1 slice,PB,456,6.49
ND01674,3.2,0.4,9.9,Vegetables,Green,Peas,0.5 cup,PB,425,1.25
ND01116,11.32075472,28.30188679,9.905660377,Meats,Luncheon_Meats,Hot_Dog,1 frank,PB,425,5.79
ND01117,11.32075472,28.30188679,9.905660377,Meats,Luncheon_Meats,Hot_Dog,1 frank,PB,425,5.79
ND00355,6.666666667,15,10,Dairy_and_Egg,Cheese,Cream_Cheese,2 tbsp.,WM,227,2.36
ND00485,3.529411765,0.588235294,10,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,170,0.4
ND00486,3.529411765,0.588235294,10,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,170,0.4
ND00487,3.529411765,0.294117647,10,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,170,0.4
ND00489,3.529411765,0,10,Dairy_and_Egg,Yogurt,Flavored,1 container,WD,170,0.6
ND00571,10,0,10,Dairy_and_Egg,Yogurt,Greek,1 container ,PB,150,1.13
ND00572,10,0,10,Dairy_and_Egg,Yogurt,Greek,1 container ,PB,150,1.13
ND00573,10,0,10,Dairy_and_Egg,Yogurt,Greek,1 container ,PB,150,1.13
ND00574,10,0,10,Dairy_and_Egg,Yogurt,Greek,1 container ,PB,150,1.13
ND01894,75,7.5,10,Formulas,Protein,Null,0.25 cup,EO,340,16.49
ND01022,14,32,10,Meats,Bacon_and_Sausage,Prepared_Sausage,1 patty,SW,706,5.47
ND01321,0,33.33333333,10,Sauces_Soups_Condiments_Dressing,Dressings,Balsmic_Vinegar,2 Tbsp,PB,473,3.53
ND01338,0,40,10,Sauces_Soups_Condiments_Dressing,Dressings,Other,2 Tbsp,PB,473,3.53
ND01374,0,0,10,Sauces_Soups_Condiments_Dressing,Sauces,Salsa,2 Tbsp,PB,680,3.49
ND01375,0,0,10,Sauces_Soups_Condiments_Dressing,Sauces,Salsa,2 Tbsp,PB,680,3.29
ND01550,40,0,10,Sweets,Gelatin,Null,0.5 cup prepared,PB,9,0.5
ND01551,40,0,10,Sweets,Gelatin,Null,0.5 cup prepared,PB,9,0.5
ND00718,4.4,73,10.1,Formulas,Fat,Null,100 g of powder,I,500,12
ND00030,2.02020202,0,10.1010101,Baby_Foods,Baby_Dairy,Stage_2,1 pouch,PB,99,1.59
ND00184,0.884955752,0,10.17699115,Baby_Foods,Baby_Vegetables,Stage_2,1 pack,PB,226,1.07
ND01807,0,0,10.24590164,Fruits,Peaches,Other,0.5 cup,SW,425,0.98
ND00825,0,0,10.24590164,Fruits,Peaches,Other,0.5 cup,PB,425,1.25
ND01133,14.28571429,8.928571429,10.26785714,Meats,Luncheon_Meats,Salami,1 slice,PB,340,3.29
ND00491,2.941176471,0,10.29411765,Dairy_and_Egg,Yogurt,Flavored,1 container ,SW,170,0.58
ND00492,2.941176471,0,10.29411765,Dairy_and_Egg,Yogurt,Flavored,1 container ,PB,170,0.4
ND00494,2.941176471,0,10.29411765,Dairy_and_Egg,Yogurt,Flavored,1 container ,PB,170,0.4
ND00495,2.941176471,0,10.29411765,Dairy_and_Egg,Yogurt,Flavored,1 container ,PB,170,0.4
ND00496,2.941176471,0,10.29411765,Dairy_and_Egg,Yogurt,Flavored,1 container ,PB,170,0.4
ND01577,0.970873786,1.45631068,10.31553398,Sweets,Puddings,Null,1 snack,PB,412,2.5
ND01580,0.970873786,1.45631068,10.31553398,Sweets,Puddings,Null,1 snack,PB,412,2.5
ND01288,17.24137931,68.96551724,10.34482759,Nuts_and_Seeds,Walnuts,Null,.33 cup,PB,141.3,3.49
ND01841,0,0,10.41666667,Baby_Foods,Baby_Fruits,Stage_2,0.25 Cup,PB,120,1.09
ND00044,0,0,10.41666667,Baby_Foods,Baby_Fruits,Stage_2,0.25 cup,PB,120,1.09
ND00157,0,0,10.41666667,Baby_Foods,Baby_Vegetables,Stage_1,0.25 cup,WD,120,1.09
ND00158,0,0,10.41666667,Baby_Foods,Baby_Vegetables,Stage_1,0.25 cup,WM,120,0.98
ND01791,0.8,0.1,10.42,Vegetables,Yellow,Squash,"140g=1 cup, cubes / 431g=1 squash,  (4 inch dia)",PB,454,1.29
ND01098,12,0,10.5,Meats,Luncheon_Meats,Hot_Dog,1 frank,PB,396,5.79
ND01413,1.666666667,2.916666667,10.52083333,Sauces_Soups_Condiments_Dressing,Soups,Null,0.5 cup,PB,298,1.75
ND00317,21.05263158,21.05263158,10.52631579,Dairy_and_Egg,Cheese,American,1 slice,PB,453,6.49
ND00983,26.31578947,42.10526316,10.52631579,Meats,Bacon_and_Sausage,Pork_Bacon,2 fried slices,PB,454,6.99
ND00497,4.117647059,0,10.58823529,Dairy_and_Egg,Yogurt,Flavored,1 container ,PB,170,0.4
ND00498,4.117647059,0,10.58823529,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,170,0.4
ND00500,4.117647059,0,10.58823529,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,170,0.4
ND00501,4.117647059,0,10.58823529,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,170,0.4
ND00502,4.117647059,0,10.58823529,Dairy_and_Egg,Yogurt,Flavored,1 container ,PB,170,0.4
ND00503,4.117647059,0,10.58823529,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,170,0.4
ND00504,4.117647059,0,10.58823529,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,170,0.4
ND00128,2.654867257,2.212389381,10.61946903,Baby_Foods,Baby_Mixed_Dishes,Stage_2,1 jar (113 g),PB,113,1.19
ND00748,0,0,10.6557377,Fruits,Apples,Applesauce,0.5 cup,SW,652,1.48
ND00749,0,0,10.6557377,Fruits,Apples,Applesauce,0.5 cup,PB,652,2
ND00750,0,0,10.6557377,Fruits,Apples,Applesauce,0.5 cup,PB,652,1.69
ND00146,2.352941176,2.058823529,10.66176471,Baby_Foods,Baby_Mixed_Dishes,Stage_3,1 jar,PB,170,0.9
ND00147,2.352941176,2.058823529,10.66176471,Baby_Foods,Baby_Mixed_Dishes,Stage_3,1 jar,PB,170,0.9
ND01587,1.941747573,1.45631068,10.67961165,Sweets,Puddings,Null,1 snack,PB,412,2.5
ND00393,14.28571429,17.85714286,10.71428571,Dairy_and_Egg,Cheese,Other,1 oz,PB,453,4.89
ND00631,0,42.85714286,10.71428571,Fats_and_Oils,Margarine_and_Margarine_Substitutes,Supplemented,1 tbsp,SW,1270,6.28
ND01106,10.71428571,14.28571429,10.71428571,Meats,Luncheon_Meats,Hot_Dog,1 frank,PB,454,1.49
ND00516,2.4,2.88,10.72,Dairy_and_Egg,Yogurt,Flavored,125 g,I,250,N/A
ND00247,0,0,10.73446328,Beverages,Juice,Mixed Juice,1 pouch (177 mL),PB,1770,2.5
ND00248,0,0,10.73446328,Beverages,Juice,Mixed Juice,1 pouch (177 mL),SW,1770,2.5
ND00250,0,0,10.73446328,Beverages,Juice,Mixed Juice,1 pouch (177 mL),SW,177,2.5
ND00143,2.941176471,1.764705882,10.73529412,Baby_Foods,Baby_Mixed_Dishes,Stage_3,1 jar,PB,170,1.39
ND01388,1.6,1.6,10.8,Sauces_Soups_Condiments_Dressing,Sauces,Tomato,0.5 Cup ,PB,680,2.69
ND01844,1.666666667,0,10.83333333,Baby_Foods,Baby_Vegetables,Stage_2,0.25 Cup,PB,120,1.09
ND00306,0,0,10.83333333,Beverages,Soda,Null,12 fl oz (1 can),PB,2000,1.99
ND01349,3.333333333,23.33333333,10.83333333,Sauces_Soups_Condiments_Dressing,Dressings,Ranch,2 Tbsp,SW,473,2.96
ND01394,1.666666667,1.25,10.83333333,Sauces_Soups_Condiments_Dressing,Sauces,Tomato,0.5 cup,PB,680,2.59
ND01395,1.666666667,1.25,10.83333333,Sauces_Soups_Condiments_Dressing,Sauces,Tomato,0.5 cup,PB,680,2.59
ND01574,0,3.260869565,10.86956522,Sweets,Puddings,Null,1 pudding cup,PB,368,1
ND01576,0,3.260869565,10.86956522,Sweets,Puddings,Null,1 pudding cup,PB,368,1
ND01806,0,0,11.0619469,Fruits,Apples,Applesauce,1 cup,SW,680,2.14
ND00751,0,0,11.0619469,Fruits,Apples,Applesauce,1 cup,SW,680,2.14
ND00752,0,0,11.0619469,Fruits,Apples,Applesauce,1 cup,PB,678,2.39
ND01396,2.4,1.6,11.2,Sauces_Soups_Condiments_Dressing,Sauces,Tomato,0.5 cup,PB,907,4.79
ND00253,0,0,11.29943503,Beverages,Juice,Mixed Juice,1 pouch (177 mL),PB,1770,2.5
ND00254,0,0,11.29943503,Beverages,Juice,Mixed Juice,1 pouch (177 mL),SW,1770,1.88
ND00567,8.666666667,0,11.33333333,Dairy_and_Egg,Yogurt,Greek,1 container,PB,150,1.25
ND00131,2.02020202,3.03030303,11.36363636,Baby_Foods,Baby_Mixed_Dishes,Stage_2,1 pack,WD,198,1.11
ND00796,0.81300813,0,11.38211382,Fruits,Citrus,Orange,0.5 cup,PB,425,1.59
ND01578,0.970873786,0.970873786,11.40776699,Sweets,Puddings,Null,1 snack,PB,412,2.5
ND01581,0.970873786,0.970873786,11.40776699,Sweets,Puddings,Null,1 snack,PB,412,2.5
ND00150,2.352941176,2.352941176,11.47058824,Baby_Foods,Baby_Mixed_Dishes,Stage_3,1 jar,PB,170,0.9
ND00133,3.03030303,2.525252525,11.48989899,Baby_Foods,Baby_Mixed_Dishes,Stage_2,1 pack (99 g),PB,198,1.29
ND00577,7.333333333,2,11.5,Dairy_and_Egg,Yogurt,Greek,1 container,PB,150,1.25
ND00015,3.539823009,3.539823009,11.50442478,Baby_Foods,Baby_Dairy,Null,1 container ,PB,680,3.99
ND00016,3.539823009,3.539823009,11.50442478,Baby_Foods,Baby_Dairy,Null,1 container,PB,680,3.99
ND01839,0,0,11.50442478,Baby_Foods,Baby_Fruits,Stage_2,1 Jar,PB,113,1.19
ND00836,0,0,11.50442478,Fruits,Pears,Other,1 cup,PB,452,2.67
ND00328,15.38461538,23.07692308,11.53846154,Dairy_and_Egg,Cheese,Cheddar,2 tbsp,PB,357,5.59
ND00795,0.7,0.21,11.54,Fruits,Citrus,Orange,"185g=1 cup, sections without membranes / 141g=1 fruit,  (2-5/8"" dia)",I,N/A,0.99
ND00307,0,0,11.54929577,Beverages,Soda,Null,12 fl oz,SW,2000,1.48
ND00524,4.7,3.2,11.6,Dairy_and_Egg,Yogurt,Flavored,100 g,I,500,N/A
ND00390,17.85714286,10.71428571,11.60714286,Dairy_and_Egg,Cheese,Other,1 oz,PB,453,4.89
ND01865,0.704225352,0,11.61971831,Baby_Foods,Baby_Vegetables,Stage_3,1 Pack,WD,284,1.69
ND01205,13.63636364,10.22727273,11.64772727,Meats,Poultry,Prepared_Chicken,7 nuggets,PB,227,6.49
ND00234,0,0,11.66666667,Beverages,Juice,Craberry Juice,1 cup,SW,1890,2.68
ND00458,6.666666667,6.666666667,11.66666667,Dairy_and_Egg,Milk,Plain,2 tbsp,SW,354,0.94
ND01795,1,0.1,11.69,Vegetables,Yellow,Squash,"140g=1 cup, cubes / g=",PB,454,1.29
ND00753,0,0,11.71171171,Fruits,Apples,Applesauce,1 container,SW,666,1.98
ND01805,0,0,11.71171171,Fruits,Apples,Applesauce,1 container,SW,666,1.98
ND00754,0,0,11.71171171,Fruits,Apples,Applesauce,1 container,WD,666,2.79
ND00756,0,0,11.71171171,Fruits,Apples,Applesauce,1 container,PB,666,1.98
ND00757,0,0,11.71171171,Fruits,Apples,Applesauce,1 container,WD,666,2.79
ND00807,0.714285714,0,11.78571429,Fruits,Fruits_Mixed,Null,1 cup,PB,567,4.29
ND01857,0.704225352,0.704225352,11.79577465,Baby_Foods,Baby_Vegetables,Stage_3,1 Pack,PB ,284,1.67
ND01742,19.04761905,5.357142857,11.9047619,Vegetables,Processed,Soy products,3oz,PB,227,3.99
ND00784,1.2,0.65,11.94,Fruits,Berries,Raspberry,"123g=1 cup / 312g=1 pint,  as purchased, yields",I,N/A,4.99
ND01779,0.91954023,0.91954023,11.95402299,Vegetables,Yellow,Corn,.33 cup (drained),PB,432,1.43
ND00579,7.333333333,2.666666667,12,Dairy_and_Egg,Yogurt,Greek,1 container ,PB,150,1.13
ND00580,7.333333333,2.666666667,12,Dairy_and_Egg,Yogurt,Greek,1 container ,PB,150,1.13
ND00837,0,0,12,Fruits,Pears,Other,0.5 cup,SW,425,1.08
ND01070,14.28571429,16.07142857,12.05357143,Meats,Luncheon_Meats,Bologna,1 slice,PB,340,3.29
ND00511,4.117647059,0,12.05882353,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,170,0.5
ND00510,4.117647059,0,12.05882353,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,170,0.4
ND00513,4.117647059,0,12.05882353,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,170,0.4
ND00514,4.117647059,0,12.05882353,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,170,0.4
ND00452,3.333333333,3.333333333,12.08333333,Dairy_and_Egg,Milk,Flavored,1 cup,SW,1890,2.98
ND01067,26.66666667,5,12.08333333,Meats,Luncheon_Meats,Beef,7 slices (30g) ,PB,128,4.39
ND00804,0.806451613,0,12.09677419,Fruits,Fruits_Mixed,Null,0.5 cup ,PB,425,1.59
ND00806,0,0,12.09677419,Fruits,Fruits_Mixed,Null,0.5 cup,PB,425,1.59
ND00827,0,0,12.09677419,Fruits,Peaches,Other,0.5 cup,PB,425,1.59
ND01809,0,0,12.09677419,Fruits,Peaches,Other,0.5 cup,SW,425,1.38
ND00838,0,0,12.09677419,Fruits,Pears,Other,0.5 cup,SW,425,1.38
ND00839,0,0,12.09677419,Fruits,Pears,Other,0.5 cup,PB,425,1.59
ND00841,0,0,12.09677419,Fruits,Pears,Other,0.5 cup,SW,425,1.06
ND00132,2.02020202,3.03030303,12.12121212,Baby_Foods,Baby_Mixed_Dishes,Stage_2,1 pack,WD,198,1.11
ND01376,9.090909091,21.21212121,12.12121212,Sauces_Soups_Condiments_Dressing,Sauces,Salsa,2 Tbsp,SW,425,2.68
ND00778,0.714285714,0.714285714,12.14285714,Fruits,Berries,Blueberry,1 cup,PB,340,3.5
ND00783,1.428571429,0.714285714,12.14285714,Fruits,Berries,Raspberry,1 cup,PB,340,3.79
ND00788,1,0.3,12.18,Fruits,Cherries,Null,"155g=1 cup, without pits / 103g=1 cup, with pits yields",I,N/A,2.99
ND00032,0,0,12.32394366,Baby_Foods,Baby_Fruits,Stage_1,1 jar,PB,71,0.73
ND00507,2.941176471,0,12.35294118,Dairy_and_Egg,Yogurt,Flavored,1 container ,WD,170,0.75
ND00053,0.884955752,0,12.38938053,Baby_Foods,Baby_Fruits,Stage_2,1 jar,PB,113,1.19
ND00054,0.884955752,0,12.38938053,Baby_Foods,Baby_Fruits,Stage_2,1 jar,PB,113,1.19
ND00049,0.884955752,0,12.38938053,Baby_Foods,Baby_Fruits,Stage_2,1 pack,PB,226,1.07
ND00058,0.884955752,0,12.38938053,Baby_Foods,Baby_Fruits,Stage_2,1 pack,WM,113,1.38
ND00120,2.654867257,0.884955752,12.38938053,Baby_Foods,Baby_Mixed_Dishes,Stage_2,1 jar (113 g),PB,113,1.19
ND00251,0,0,12.42937853,Beverages,Juice,Mixed Juice,1 drink box,WM,1770,1.98
ND00183,0,0,12.5,Baby_Foods,Baby_Vegetables,Stage_2,0.25 cup,PB,120,1.09
ND00228,0,0,12.5,Beverages,Juice,Apple Juice,240 ml,SW,3780,4.48
ND00229,0,0,12.5,Beverages,Juice,Apple Juice,8 fl oz,PB,1890,2.5
ND00396,9.375,21.875,12.5,Dairy_and_Egg,Cheese,Other,2 tbsp,PB,454,2.39
