ND_ID	Category_1	Category_2	Category_3	Product_Name	grams_Pro_per_100g	grams_Fat_per_100g	grams_Cho_per_100g	Serving_Size	Date_Obtained	Control_Number	Manufacturer	Store	Package_Amount	Package_unit	Price_per_Package	Price_Per_Unit
ND00551	Dairy_and_Egg	Yogurt	Greek	Dannon Light & Fit Greek Nonfat Yogurt - Blackberry	8.00	0.00	5.33	1 container	3/8/2015	CR2 55-53 13:23	The Dannon Company Inc.	PB	150	ml_or_g	1.20	0.0080
ND00552	Dairy_and_Egg	Yogurt	Greek	Dannon Light & Fit Greek NonFat Yogurt - Blueberry	8.00	0.00	6.00	1 container 	3/8/2015	PS2 42-600 23:16	The Dannon Company Inc.	PB	150	ml_or_g	1.20	0.0080
ND00553	Dairy_and_Egg	Yogurt	Greek	Dannon Light & Fit Greek NonFat Yogurt - Boston Cream Pie	8.00	0.00	6.00	1 container	1/27/2015	MB 21:08	The Dannon Company Inc.	SW	150	ml_or_g	1.00	0.0067
ND00554	Dairy_and_Egg	Yogurt	Greek	Dannon Light & Fit Greek NonFat Yogurt - Caramel Macchiato	8.00	0.00	6.00	1 container	3/13/2015	CR6 55-53 04:30	The Dannon Company Inc.	SW	150	ml_or_g	1.00	0.0067
ND00555	Dairy_and_Egg	Yogurt	Greek	Dannon Light & Fit Greek NonFat Yogurt - Cherry 	8.00	0.00	6.00	1 container	1/20/2014	CR6 55-53 06:14	The Dannon Company Inc.	PB	150	ml_or_g	1.20	0.0080
ND00556	Dairy_and_Egg	Yogurt	Greek	Dannon Light & Fit Greek Nonfat Yogurt - Cherry Chocolate	8.00	0.00	6.00	1 container	3/8/2015	WN 23:49	The Dannon Company Inc.	PB	150	ml_or_g	1.20	0.0080
ND00557	Dairy_and_Egg	Yogurt	Greek	Dannon Light & Fit Greek NonFat Yogurt - Citrus Blend	8.00	0.00	5.33	1 container	1/27/2015	MB 09:37	The Dannon Company Inc.	SW	150	ml_or_g	1.00	0.0067
ND00558	Dairy_and_Egg	Yogurt	Greek	Dannon Light & Fit Greek NonFat Yogurt - Key Lime	8.00	0.00	6.00	1 container	3/8/2015	CR6 55-53 23:47	The Dannon Company Inc.	PB	150	ml_or_g	1.20	0.0080
ND00559	Dairy_and_Egg	Yogurt	Greek	Dannon Light & Fit Greek NonFat Yogurt - Pineapple 	8.00	0.00	5.33	1 container 	1/20/2014	CR6 55-53 18:28	The Dannon Company Inc.	PB	150	ml_or_g	1.20	0.0080
ND00560	Dairy_and_Egg	Yogurt	Greek	Dannon Light & Fit Greek NonFat Yogurt - Pomegranate Berry	8.00	0.00	6.00	1 container	3/13/2015	CR6 55-53 08:43	The Dannon Company Inc.	SW	150	ml_or_g	1.00	0.0067
ND00561	Dairy_and_Egg	Yogurt	Greek	Dannon Light & Fit Greek NonFat Yogurt - Salted Caramel	8.00	0.00	6.00	1 container	1/27/2015	49-64 WP 14:36	The Dannon Company Inc.	SW	150	ml_or_g	1.18	0.0079
ND00562	Dairy_and_Egg	Yogurt	Greek	Dannon Light & Fit Greek NonFat Yogurt - Strawberry	8.00	0.00	5.33	1 container	3/8/2015	PS2 42-600 19:45	The Dannon Company Inc.	PB	150	ml_or_g	1.20	0.0080
ND00564	Dairy_and_Egg	Yogurt	Greek	Dannon Light & Fit Greek NonFat Yogurt - Vanilla	8.00	0.00	6.00	1 container 	3/8/2015	MB 20:18	The Dannon Company Inc.	PB	150	ml_or_g	1.20	0.0080
ND00565	Dairy_and_Egg	Yogurt	Greek	Dannon Light & Fit Greek NonFat Yogurt Blends - Orange Cream	8.00	0.00	6.00	1 container 	1/20/2014	CR6 55-53 05:39	The Dannon Company Inc.	PB	150	ml_or_g	1.20	0.0080
ND00549	Dairy_and_Egg	Yogurt	Greek	Dannon Oikos Greek Nonfat Yogurt- Plain (0% Fat)	10.00	0.00	4.00	1 container 	4/27/2015	MA 04:20	The Dannon Company Inc.	PB	150	ml_or_g	1.13	0.0075
ND00571	Dairy_and_Egg	Yogurt	Greek	Dannon Oikos Greek Triple Zero Yogurt- Coconut Creme          	10.00	0.00	10.00	1 container 	4/27/2015	WO 05:15	The Dannon Company Inc.	PB	150	ml_or_g	1.13	0.0075
ND00572	Dairy_and_Egg	Yogurt	Greek	Dannon Oikos Greek Triple Zero Yogurt- Peach         	10.00	0.00	10.00	1 container 	4/27/2015	WO 17:36	The Dannon Company Inc.	PB	150	ml_or_g	1.13	0.0075
ND00573	Dairy_and_Egg	Yogurt	Greek	Dannon Oikos Greek Triple Zero Yogurt- Strawberry        	10.00	0.00	10.00	1 container 	4/27/2015	WO 17:49	The Dannon Company Inc.	PB	150	ml_or_g	1.13	0.0075
ND00574	Dairy_and_Egg	Yogurt	Greek	Dannon Oikos Greek Triple Zero Yogurt- Vanilla      	10.00	0.00	10.00	1 container 	4/27/2015	WO 08:28	The Dannon Company Inc.	PB	150	ml_or_g	1.13	0.0075
ND00582	Dairy_and_Egg	Yogurt	Greek	Dannon Oikos Traditional Greek Yogurt- Café Latte Blended	7.33	2.67	13.33	1 container 	4/27/2015	MB 17:10	The Dannon Company Inc.	PB	150	ml_or_g	1.13	0.0075
ND00579	Dairy_and_Egg	Yogurt	Greek	Dannon Oikos Traditional Greek Yogurt- Key Lime Blended	7.33	2.67	12.00	1 container 	4/27/2015	MB 21:04	The Dannon Company Inc.	PB	150	ml_or_g	1.13	0.0075
ND00583	Dairy_and_Egg	Yogurt	Greek	Dannon Oikos Traditional Greek Yogurt- Lemon Meringue Blended	7.33	2.67	14.00	1 container 	4/27/2015	MB 04:53	The Dannon Company Inc.	PB	150	ml_or_g	1.13	0.0075
ND00580	Dairy_and_Egg	Yogurt	Greek	Dannon Oikos Traditional Greek Yogurt- Raspberry Blended	7.33	2.67	12.00	1 container 	4/27/2015	MA 06:27	The Dannon Company Inc.	PB	150	ml_or_g	1.13	0.0075
ND00587	Dairy_and_Egg	Yogurt	Plain	Dannon All Natural Plain Yogurt	3.56	3.56	5.11	1 cup 	3/8/2015	PLT 39-135 MG	The Dannon Company Inc.	PB	907	ml_or_g	3.00	0.0033
ND00586	Dairy_and_Egg	Yogurt	Plain	Stonyfield Organic Greek 0% Fat Plain Yogurt	10.00	0.00	4.00	1 container	3/8/2015	02:39	Stonyfield Farm	PB	150	ml_or_g	1.67	0.0111
ND00585	Dairy_and_Egg	Yogurt	Plain	Stonyfield Organic Smooth and Creamy Fat Free Plain Yogurt	4.41	0.00	7.05	1 cup	3/8/2015	05:00	Stonyfield Farm	PB	907	ml_or_g	3.69	0.0041
ND00588	Dairy_and_Egg		Mozzarella	"Polly-O Mozzarella Cheese-String, Low Moisture, Part Skim (Natural Cheese)"	25.00	21.43	0.00	1 stick	1/24/2015	PD1 06:38	Pollio Italian Cheese Company	PB	340	ml_or_g	4.79	0.0141
ND00589	Dairy_and_Egg		Mozzarella	"Polly-O Twists Cheese - String, Mozzarella and Cheddar Cheese (Natural Cheese)"	28.57	19.05	0.00	1 stick	1/24/2015	PD2 21:25	Pollio Italian Cheese Company	PB	255	ml_or_g	4.79	0.0188
ND00590	Fats_and_Oils	Butter	Flavored	Land O' Lakes Garlic & Herb Butter Spread (tub)	0.00	57.14	7.14	1 tbsp	10/30/2014	LOT162423201 11:44	Land O' Frost Inc	SW	184	ml_or_g	1.98	0.0108
ND00591	Fats_and_Oils	Butter	Flavored	Land O' Lakes Honey Butter Spread (tub)	0.00	46.15	30.77	1 tbsp	10/30/2014	LOT162419501 11:00	Land O' Frost Inc	SW	184	ml_or_g	1.88	0.0102
ND00592	Fats_and_Oils	Butter	Other	Land O' Lakes Butter w/ Canola Oil (tub)	0.00	78.57	1.79	1 tbsp	10/30/2014	LOT31624144 10:40 275 09 	Land O' Frost Inc	SW	680	ml_or_g	4.98	0.0073
ND00593	Fats_and_Oils	Butter	Other	Olivio Spreadable Butter w/ Canola & Olive Oil (tub)	0.00	78.57	1.79	1 tbsp	4/14/2014		Olivio Premium Products	PB	227	ml_or_g	2.00	0.0088
ND00595	Fats_and_Oils	Butter	Plain	Breakstone's All Natural Salted Butter (stick)	0.00	78.57	1.79	1 tbsp	4/14/2014	48-0943 H03:13 4-066	"Kraft Foods Group, Inc."	PB	227	ml_or_g	2.39	0.0105
ND00610	Fats_and_Oils	Butter	Plain	Breakstone's All Natural Salted Whipped Butter (tub)	0.00	77.78	19.44	1 tbsp	4/14/2014	48-0943 G 00:15 4-061	"Kraft Foods Group, Inc."	PB	227	ml_or_g	2.39	0.0105
ND00596	Fats_and_Oils	Butter	Plain	Breakstone's All Natural Unsalted Butter (stick)	0.00	78.57	1.79	1 tbsp	4/14/2014	48-0943 H 21:15 4-039	"Kraft Foods Group, Inc."	PB	227	ml_or_g	2.39	0.0105
ND00611	Fats_and_Oils	Butter	Plain	Breakstone's All Natural Unsalted Whipped Butter (tub)	0.00	77.78	19.44	1 tbsp	4/14/2014	48-0943 G 18:39 4-014	"Kraft Foods Group, Inc."	PB	227	ml_or_g	2.39	0.0105
ND00597	Fats_and_Oils	Butter	Plain	Cabot Natural Creamery Salted Butter (stick)	0.00	78.57	1.79	1 tbsp	4/14/2014	BH#2 023 03:22	Cabot Creamery Cooperative	PB	453	ml_or_g	4.89	0.0108
ND00598	Fats_and_Oils	Butter	Plain	Cabot Natural Creamery Unsalted Butter (stick)	0.00	78.57	1.79	1 tbsp	4/14/2014	 BH#1 355 21:22	Cabot Creamery Cooperative	PB	453	ml_or_g	4.89	0.0108
ND00599	Fats_and_Oils	Butter	Plain	Great Value Unsalted Sweet Cream Butter	0.00	78.57	1.79	1 tbsp	10/30/2014	48-0943 08:41 B 4-245 388186	Wal-Mart Stores Inc	SW	453	ml_or_g	4.28	0.0094
ND00608	Fats_and_Oils	Butter	Plain	La Serenisima Manteca (butter)	1.00	82.00	0.00	1 tbsp	10/22/2014	N/A	N/A	N/A	200	ml_or_g		0.0000
ND00594	Fats_and_Oils	Butter	Plain	La Serenisima Manteca Light (light butter)	5.00	31.00	2.75	1 tbsp	10/22/2014	N/A	N/A	N/A	200	ml_or_g		0.0000
ND00600	Fats_and_Oils	Butter	Plain	Land O' Lakes Salted Sweet Cream Butter (stick)	0.00	78.57	1.79	1 tbsp	4/14/2014	31438810 14:12 P15 F	Land O' Frost Inc	PB	454	ml_or_g	4.99	0.0110
ND00602	Fats_and_Oils	Butter	Plain	Land O' Lakes Salted Whipped Butter (tub)	0.00	85.71	0.00	1 tbsp	4/14/2014	31416430 10:22 036 08 04	Land O' Frost Inc	PB	227	ml_or_g	2.85	0.0126
ND00603	Fats_and_Oils	Butter	Plain	Land O' Lakes Salted Whipped Light Butter (tub)	0.00	85.71	0.00	1 tbsp	10/30/2014	LOT31618958 267 08 02 	Land O' Frost Inc	SW	227	ml_or_g	2.98	0.0131
ND00601	Fats_and_Oils	Butter	Plain	Land O' Lakes Unsalted Sweet Cream Butter (stick)	0.00	78.57	1.79	1 tbsp	4/14/2014	31442344 00:26 4	Land O' Frost Inc	PB	454	ml_or_g	4.99	0.0110
ND00604	Fats_and_Oils	Butter	Plain	Organic Valley Salted Butter (stick)	0.00	78.57	1.79	1 tbsp	11/10/2014	100815214	Organic Valley	EO	454	ml_or_g	7.19	0.0158
ND00605	Fats_and_Oils	Butter	Plain	Organic Valley Unsalted Cultured Butter (stick)	0.00	78.57	1.79	1 tbsp	11/10/2014	100825814-6 55-75	Organic Valley	EO	454	ml_or_g	7.19	0.0158
ND00606	Fats_and_Oils	Butter	Plain	"Publix Sweet Cream Butter, unsalted (stick)"	0.00	78.57	1.79	1 tbsp	4/14/2014	M3 401186	Publix Super Markets Inc	PB	227	ml_or_g	2.39	0.0105
ND00612	Fats_and_Oils	Butter	Plain	Publix Whipped Butter Unsalted (tub)	0.00	77.78	19.44	1 tbsp	4/14/2014	14-042-152 04:04	Publix Super Markets Inc	PB	227	ml_or_g	2.39	0.0105
ND00609	Fats_and_Oils	Butter	Plain	SanCor Manteca (butter)	0.00	82.00	0.50	1 tbsp	10/22/2014	N/A	N/A	N/A		ml_or_g		
ND00607	Fats_and_Oils	Butter	Plain	Winn-Dixie Unsalted Sweet Cream Butter (stick)	0.00	78.57	1.79	1 tbsp	5/24/2015	098-01 11:44 78503 55-304	"BI-LO, LLC"	WD	453	g	3.99	0.0088
ND00614	Fats_and_Oils	Fat_Other	Lard	Armour Lard	0.00	100.00	5.77	1 tbsp	5/25/2015	BestBy NOV13 2016M	"ConAgra Foods, Inc."	SW	454	g	1.98	0.0044
ND00613	Fats_and_Oils	Fat_Other	Lard	Lard	0.00	100.00	0.50	1 tbsp = 12.8g	4/17/2013	04002	USDA	I	453	ml_or_g	2.29	0.0051
ND00629	Fats_and_Oils	Margarine	Supplemented	Benecol Light Spread 39% Vegetable Oil	0.00	35.71	8.93	1 tbsp	5/25/2015	L0485 18:16	"McNeil Nutritionals, LLC"	PB	227	g	4.89	0.0215
ND00616	Fats_and_Oils	Margarine_and_Margarine_Substitutes	Cooking_Spray	Crisco Butter No Stick Cooking Spray	0.00	0.00	0.00	1/3 sec. spray	5/25/2015	5 054 605 03 14:08	The J.M. Smucker Co.	WD	170	g	2.99	0.0176
ND00617	Fats_and_Oils	Margarine_and_Margarine_Substitutes	Cooking_Spray	I Can't Believe Its Not Butter Original Spray	0.00	0.00	0.00	1 spray	5/25/2015	SEP2115KUL 11:01	Unilever	SW	340	g	3.78	0.0111
ND00619	Fats_and_Oils	Margarine_and_Margarine_Substitutes	Cooking_Spray	Pam Happy Baking No-Stick Cooking Spray 	0.00	0.00	0.00	1/3 sec. spray	5/25/2015	5401412000L318:11	"ConAgra Foods, Inc."	WD	141	g	2.99	0.0212
ND00618	Fats_and_Oils	Margarine_and_Margarine_Substitutes	Cooking_Spray	Pam Butter Flavor Cooking Spray	0.00	0.00	0.00	1/4 sec. spray	5/25/2015	5401504000L406:45	"ConAgra Foods, Inc."	WD	141	g	2.99	0.0212
ND00615	Fats_and_Oils	Margarine_and_Margarine_Substitutes	Cooking_Spray	Publix Butter Flavored Cooking Spray 	0.00	0.00	0.00	1/3 sec. spray 	5/25/2015	21:45	Publix Super Markets Inc	PB	170	g	2.69	0.0158
ND00624	Fats_and_Oils	Margarine_and_Margarine_Substitutes	Plain	Land O' Lakes Pure and Creamy Magarine (tub)	0.00	78.57	1.79	1 tbsp	5/24/2015	LOT151500202 20:35	Land O' Frost Inc	WD	425	g	2.69	0.0063
ND00623	Fats_and_Oils	Margarine_and_Margarine_Substitutes	Plain	Promise--Buttery--60% Vegetable Oil Spread--Heart Health Essentials (tub)	0.00	57.14	14.29	1 tbsp	5/25/2015	SEP2115KUN 17:15	Unilever	SW	425	g	2.98	0.0070
ND00620	Fats_and_Oils	Margarine_and_Margarine_Substitutes	Plain	Shedd's Spread Country Crock Original  51% Vegetable Oil Spread (tub)	0.00	50.00	0.00	1 tbsp	5/24/2015	UF3 23:14	Unilever	WD	425	g	2.79	0.0066
ND00622	Fats_and_Oils	Margarine_and_Margarine_Substitutes	Plain	Shedd's Spread Country Crock 60% Vegetable Oil Spread (stick)	0.00	57.14	14.29	1 tbsp	5/24/2015	SEP 2815 UF	Unilever	WD	453	g	1.99	0.0044
ND00621	Fats_and_Oils	Margarine_and_Margarine_Substitutes	Plain	Winn Dixie Squeezable Spread	0.00	57.14	0.00	1 tbsp	11/8/2014	0 2114028009 1	"Winn Dixie Stores, Inc"	WD	340	ml_or_g	1.99	0.0059
ND00625	Fats_and_Oils	Margarine_and_Margarine_Substitutes	Shortening	Crisco All-Vegetable Shortening (Baking Sticks)	0.00	100.00	4.17	1 tbsp	5/25/2015	411442004 07:11 C	The JM Smucker Company	WD	567	g	3.89	0.0069
ND00626	Fats_and_Oils	Margarine_and_Margarine_Substitutes	Shortening	Crisco All-Vegetable Shortening (tub)	0.00	100.00	4.17	1 tbsp	5/25/2015	429442006 20:40	The JM Smucker Company	WD	1360	g	5.99	0.0044
ND00628	Fats_and_Oils	Margarine_and_Margarine_Substitutes	Shortening	Crisco Butter Flavor All-Vegetable Shortening (Baking Stick)	0.00	100.00	4.17	1 tbsp	5/25/2015	420442004 19:46	The JM Smucker Company	WD	567	g	3.89	0.0069
ND00627	Fats_and_Oils	Margarine_and_Margarine_Substitutes	Shortening	Crisco Butter Flavor All-Vegetable Shortening (tub)	0.00	100.00	4.17	1 tbsp	5/25/2015	426742006 13:16	The JM Smucker Company	SW	1360	g	4.98	0.0037
ND00630	Fats_and_Oils	Margarine_and_Margarine_Substitutes	Supplemented	Benecol Spread 55% Vegetable Oil	0.00	57.14	0.00	1 tbsp	5/26/2015	L3434	"McNeil Nutritionals, LLC"	PB	227	g	4.89	0.0215
ND00641	Fats_and_Oils	Margarine_and_Margarine_Substitutes	Supplemented	Earth Balance Natural Original Buttery Spread- 78% Natural Vegetable Oils	0.00	78.57	1.79	1 tbsp	4/14/2014	22:45	Earth Balance	PB	425	ml_or_g	3.99	0.0094
ND00633	Fats_and_Oils	Margarine_and_Margarine_Substitutes	Supplemented	Fleischmann's Made with Olive Oil 60% Whipped Vegetable Oil Spread (tub)	0.00	63.64	9.09	1 tbsp	5/28/2015	2247510500 19	"ConAgra Foods, Inc."	SW	349	g	1.96	0.0056
ND00635	Fats_and_Oils	Margarine_and_Margarine_Substitutes	Supplemented	Fleischmann's Original- 65% Vegetable Oil Spread (stick)	0.00	64.29	0.00	1 tbsp	5/26/2015	12:43 2247335200 15	"ConAgra Foods, Inc."	PB	424	ml_or_g	2.29	0.0054
ND00642	Fats_and_Oils	Margarine_and_Margarine_Substitutes	Supplemented	I Can’t Believe It's Not Butter All Purpose- 79% Vegetable Oil Spread (stick)	0.00	78.57	1.79	1 tbsp	4/14/2014	UF	Unilever	PB	453	ml_or_g	3.59	0.0079
ND00631	Fats_and_Oils	Margarine_and_Margarine_Substitutes	Supplemented	I Can't Believe It's Not Butter Original- 45% Vegetable Oil Spread (tub)	0.00	42.86	10.71	1 tbsp	5/28/2015	KUS 13:52	Unilever	SW	1270	g	6.28	0.0049
ND00640	Fats_and_Oils	Margarine_and_Margarine_Substitutes	Supplemented	Land O' Lakes Margarine 80% Vegetable Oil (stick)	0.00	78.57	1.79	1 tbsp	10/30/2014	LOT151426001	Land O' Frost Inc	SW	453	ml_or_g	1.78	0.0039
ND00636	Fats_and_Oils	Margarine_and_Margarine_Substitutes	Supplemented	Olivio Original (60% Vegetable Oil Spread) (Tub)	0.00	57.14	14.29	1 tbsp	5/26/2015	M7 10:15	Olivio Premium Products	PB	425	g	2.69	0.0063
ND00638	Fats_and_Oils	Margarine_and_Margarine_Substitutes	Supplemented	Parkay Fresh & Creamy 58% Whipped Vegetable Oil Spread	0.00	66.67	8.33	1 tbsp	5/26/2015	2247424600 30	"ConAgra Foods, Inc."	PB	368	g	1.89	0.0051
ND00632	Fats_and_Oils	Margarine_and_Margarine_Substitutes	Supplemented	Parkay Fresh & Creamy Squeeze 60% Vegetable Oil Spread	0.00	57.14	0.00	1 tbsp	5/26/2015	2247511700 22 23:44	"ConAgra Foods, Inc."	PB	340	g	2.10	0.0062
ND00634	Fats_and_Oils	Margarine_and_Margarine_Substitutes	Supplemented	Smart Balance Buttery Spread made with Extra Virgin Olive Oil 70% Vegetable Oil(tub)	0.00	72.73	0.00	1 tbsp	5/26/2015		"GFA Brands, Inc."	PB	368	g	3.35	0.0091
ND00639	Fats_and_Oils	Margarine_and_Margarine_Substitutes	Supplemented	Smart Balance Buttery Spread with Omega-3 (tub)	0.00	61.54	15.38	1 tbsp	11/9/2014	A 51 01:38	"GFA Brands, Inc."	PB	425	ml_or_g	3.69	0.0087
ND00637	Fats_and_Oils	Margarine_and_Margarine_Substitutes	Supplemented	Smart Balance Light Buttery Spread with Flaxseed Oil (tub)	0.00	35.71	8.93	1 tbsp	5/26/2015	33776 01105	"GFA Brands, Inc."	PB	425	g	3.35	0.0079
ND00645	Fats_and_Oils	Oil	Canola	Crisco Canola Oil with Omega-3 DHA	0.00	100.00	0.00	1 tbsp	10/30/2014	416442002	The J.M. Smucker Co.	SW	473	ml_or_g	2.98	0.0063
ND00646	Fats_and_Oils	Oil	Canola	"Crisco Natural Blend Oil--A Blend of Canola, Sunflower & Soybean Oils"	0.00	100.00	0.00	1 tbsp	4/3/2014	51500 25548	The J.M. Smucker Co.	PB	1420	ml_or_g	3.79	0.0027
ND00644	Fats_and_Oils	Oil	Canola	Crisco Pure Canola Oil	0.00	100.00	0.00	1 tbsp (14g)	10/30/2014	424342001	The J.M. Smucker Co.	SW	1420	ml_or_g	3.18	0.0022
ND00647	Fats_and_Oils	Oil	Canola	Great Value Canola Oil	0.00	100.00	0.00	1 tbsp	10/30/2014	42001	Wal-Mart Stores Inc	SW	1420	ml_or_g	2.44	0.0017
ND00643	Fats_and_Oils	Oil	Canola	Jumbo Mas Calidad Aceite De Canola – 100% Virgen (Canola Oil)	0.00	92.31	0.00	1 tbsp	10/22/2014	N/A	N/A	N/A		ml_or_g		
ND00648	Fats_and_Oils	Oil	Canola	Publix Canola Oil 	0.00	100.00	0.00	1 tbsp.	4/16/2014	41415 00232	Publix Super Markets Inc	PB	946	ml_or_g	2.79	0.0029
ND00649	Fats_and_Oils	Oil	Canola	Pure Wesson 100% Natural Canola Oil	0.00	93.33	6.67	1 tbsp.	4/15/2014	2130409400X 15:314	"ConAgra Foods, Inc."	PB	1420	ml_or_g	4.19	0.0030
ND00651	Fats_and_Oils	Oil	Coconut	LouAna Coconut Oil	0.00	100.00	0.00	1 tbsp	8/8/2014		"Ventura Foods, LLC"	OT	414	ml_or_g		0.0000
ND00652	Fats_and_Oils	Oil	Coconut	Nutiva Organic Virgin Coconut Oil	0.00	93.33	6.67	1 tbsp	10/30/2014	11-ND 10:46	Nutiva	PB	858	ml_or_g	19.99	0.0233
ND00650	Fats_and_Oils	Oil	Coconut	"Spectrum Naturals Organic Coconut Oil - Expeller Pressed, Refined"	0.00	100.00	0.00	1 tbsp	10/30/2014	0000687	The Hain Celestial Group Inc	SW	414	ml_or_g	7.68	0.0186
ND00656	Fats_and_Oils	Oil	Cooking_Spray	Pam Olive Oil No Stick Cooking Spray	0.00	0.00	0.00	1/4 sec. spray	4/15/2014	5401405501407:59	"ConAgra Foods, Inc."	PB	141	ml_or_g	3.19	0.0226
ND00654	Fats_and_Oils	Oil	Cooking_Spray	Pam Organic Canola Oil Cooking Spray 	0.00	0.00	0.00	1/5 sec. spray	4/15/2014	5401301500L313:29	"ConAgra Foods, Inc."	PB	141	ml_or_g	4.29	0.0304
ND00657	Fats_and_Oils	Oil	Cooking_Spray	Pam Organic Olive Oil No-Stick Cooking Spray	0.00	0.00	0.00	1/5 sec. spray	10/30/2014	5401417600L312:24	"ConAgra Foods, Inc."	SW	141	ml_or_g	3.24	0.0230
ND00653	Fats_and_Oils	Oil	Cooking_Spray	Pam the Original No-Stick Cooking Spray made with Canola Oil Blend	0.00	0.00	0.00	1/4 sec. spray	4/15/2014	5401404300L408:13	"ConAgra Foods, Inc."	PB	227	ml_or_g	4.19	0.0185
ND00655	Fats_and_Oils	Oil	Cooking_Spray	Publix Canola Oil Cooking Spray 	0.00	0.00	0.00	1/3 sec. spray	4/15/2014	10:08	Publix Super Markets Inc	PB	170	ml_or_g	2.69	0.0158
ND00658	Fats_and_Oils	Oil	Cooking_Spray	Publix Olive Oil Cooking Spray 	0.00	0.00	0.00	1/3 sec. spray	4/15/2014	09:31	Publix Super Markets Inc	PB	170	ml_or_g	2.69	0.0158
ND00659	Fats_and_Oils	Oil	Corn	Carrefour Olio Di Semi Di Mais (Corn Oil)	0.00	92.31	0.00	1 spoon 	3/16/2015		Carrefour	I	1000	ml_or_g		0.0000
ND00660	Fats_and_Oils	Oil	Corn	LouAna Pure Corn & Canola Oil	0.00	100.00	0.00	1 tbsp (14g)	10/30/2014	Z 07105	"Ventura Foods, LLC"	PB	1420	ml_or_g	3.79	0.0027
ND00661	Fats_and_Oils	Oil	Corn	Mazola Corn Oil	0.00	100.00	0.00	1 tbsp (14g)	10/30/2014	 D	"ACH Food Companies, Inc."	SW	1182	ml_or_g	3.52	0.0030
ND00662	Fats_and_Oils	Oil	Corn	Mazola Corn Plus! (Blend of Corn and Canola Oils)	0.00	100.00	0.00	1 tbsp	4/15/2014	17:15	"ACH Food Companies, Inc."	PB	2839	ml_or_g	8.49	0.0030
ND00663	Fats_and_Oils	Oil	Corn	Publix Corn Oil (100% Pure All-Natural)	0.00	100.00	0.00	1 tbsp	4/15/2014	Z 16:16	Publix Super Markets Inc	PB	1420	ml_or_g	4.49	0.0032
ND00664	Fats_and_Oils	Oil	Corn	Pure Wesson 100% Natural Corn Oil	0.00	93.33	6.67	1 tbsp 	4/15/2014	2130406500X10573	"ConAgra Foods, Inc."	PB	1420	ml_or_g	4.19	0.0030
ND00665	Fats_and_Oils	Oil	Flax	Barlean's Organic Oils Fresh Flax Oil	0.00	93.33	0.00	1 tbsp	11/8/2014	20036	Barlean's	WF	236	ml_or_g	10.99	0.0466
ND00667	Fats_and_Oils	Oil	Flax	International Collection Virgin Flax- Seed Oil	0.00	100.00	7.14	1 tbsp	11/8/2014	L4066 BBE 06 2015 05:47	Liberty Ritcher	FM	250	ml_or_g	8.99	0.0360
ND00666	Fats_and_Oils	Oil	Flax	Spectrum Vegan Flax Oil EPA + DHA with Vitamin D	0.00	100.00	0.00	1 tbsp	11/8/2014	14FEB15AQ1	The Hain Celestial Group Inc	WF	236	ml_or_g	15.99	0.0678
ND00670	Fats_and_Oils	Oil	Olive	Bertolli Classico Olive Oil (Mild Taste)	0.00	93.33	0.00	1 tbsp	4/15/2014	"L3303R H1650 IT,ES"	"Med Foods, Inc."	PB	503	ml_or_g	6.99	0.0139
ND00672	Fats_and_Oils	Oil	Olive	Bertolli Extra Light Tasting Olive Oil (Delicate Taste )	0.00	93.33	0.00	1 tbsp	4/15/2014	L3139T H1745 TR	"Med Foods, Inc."	PB	503	ml_or_g	6.99	0.0139
ND00671	Fats_and_Oils	Oil	Olive	Bertolli Extra Virgin Olive Oil (Rich Taste)	0.00	93.33	0.00	1 tbsp	4/15/2014	"H2207 ES,Au"	"Med Foods, Inc."	PB	503	ml_or_g	7.59	0.0151
ND00689	Fats_and_Oils	Oil	Olive	Cañuelas Olive Extra Virgen (EVOO)	0.00	92.31	0.00	1 tbsp	10/22/2014	N/A	N/A	N/A		ml_or_g		
ND00687	Fats_and_Oils	Oil	Olive	Carrefour Olio Extra Vergine Di Oliva Delicato (Olive Oil)	0.00	92.00	0.00	1 spoon (15 mL)	3/16/2015		Carrefour	I	1000	ml_or_g		0.0000
ND00673	Fats_and_Oils	Oil	Olive	Colavita Extra Virgin Olive Oil	0.00	93.33	0.00	1tbsp	4/15/2014	L13302 11:08	"Colavita USA, LLC"	PB	1006	ml_or_g	18.79	0.0187
ND00669	Fats_and_Oils	Oil	Olive	Filippo Berio Extra Light Tasting Olive Oil (for frying and baking)	0.00	93.33	0.00	1 tbsp	4/15/2014	L010AH 03	SALOV North America Corp.	PB	500	ml_or_g	4.99	0.0100
ND00668	Fats_and_Oils	Oil	Olive	Filippo Berio Extra Virgin Olive Oil (for dressing and marinating)	0.00	93.33	0.00	1 tbsp	4/15/2014	LE03IH01	SALOV North America Corp.	PB	248	ml_or_g	3.69	0.0149
ND00676	Fats_and_Oils	Oil	Olive	Goya Extra Virgin Olive Oil	0.00	93.33	0.00	1 tbsp	10/30/2014	L633-08014	"Goya Foods, Inc."	PB	250	ml_or_g	3.69	0.0148
ND00675	Fats_and_Oils	Oil	Olive	Great Value 100%  Extra Virgin Olive Oil	0.00	93.33	0.00	1 tbsp	10/30/2014	14 LC 14B16:36	Wal-Mart Stores Inc	SW	1500	ml_or_g	9.98	0.0067
